"";"serie";"fecha";"valor";"año";"trimestre";"mes";"dato";"con_dato";"fecha_union"
"1029";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2015-5-1";8806,4;2015;NA;5;"desempleo";NA;2025-07-05
"1030";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2015-6-1";8802,8;2015;NA;6;"desempleo";NA;2025-07-05
"1031";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2015-7-1";8810,4;2015;NA;7;"desempleo";NA;2025-07-05
"1032";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2015-8-1";8829,1;2015;NA;8;"desempleo";NA;2025-07-05
"1033";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2015-9-1";8883,4;2015;NA;9;"desempleo";NA;2025-07-05
"1034";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2015-10-1";8884,7;2015;NA;10;"desempleo";NA;2025-07-05
"1035";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2015-11-1";8909,4;2015;NA;11;"desempleo";NA;2025-07-05
"1036";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2015-12-1";8954,1;2015;NA;12;"desempleo";NA;2025-07-05
"1037";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2016-1-1";8983,7;2016;NA;1;"desempleo";NA;2025-07-05
"1038";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2016-2-1";8958,8;2016;NA;2;"desempleo";NA;2025-07-05
"1039";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2016-3-1";8940,9;2016;NA;3;"desempleo";NA;2025-07-05
"1040";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2016-4-1";8968,6;2016;NA;4;"desempleo";NA;2025-07-05
"1041";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2016-5-1";8981,5;2016;NA;5;"desempleo";NA;2025-07-05
"1042";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2016-6-1";8966,7;2016;NA;6;"desempleo";NA;2025-07-05
"1043";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2016-7-1";8989,5;2016;NA;7;"desempleo";NA;2025-07-05
"1044";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2016-8-1";8967,2;2016;NA;8;"desempleo";NA;2025-07-05
"1045";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2016-9-1";9012;2016;NA;9;"desempleo";NA;2025-07-05
"1046";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2016-10-1";8994,6;2016;NA;10;"desempleo";NA;2025-07-05
"1047";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2016-11-1";9046,4;2016;NA;11;"desempleo";NA;2025-07-05
"1048";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2016-12-1";9062,6;2016;NA;12;"desempleo";NA;2025-07-05
"1049";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2017-1-1";9115,1;2017;NA;1;"desempleo";NA;2025-07-05
"1050";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2017-2-1";9102;2017;NA;2;"desempleo";NA;2025-07-05
"1051";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2017-3-1";9127;2017;NA;3;"desempleo";NA;2025-07-05
"1052";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2017-4-1";9147,4;2017;NA;4;"desempleo";NA;2025-07-05
"1053";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2017-5-1";9210;2017;NA;5;"desempleo";NA;2025-07-05
"1054";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2017-6-1";9196,6;2017;NA;6;"desempleo";NA;2025-07-05
"1055";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2017-7-1";9201,4;2017;NA;7;"desempleo";NA;2025-07-05
"1056";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2017-8-1";9209,7;2017;NA;8;"desempleo";NA;2025-07-05
"1057";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2017-9-1";9260,9;2017;NA;9;"desempleo";NA;2025-07-05
"1058";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2017-10-1";9270,2;2017;NA;10;"desempleo";NA;2025-07-05
"1059";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2017-11-1";9338,7;2017;NA;11;"desempleo";NA;2025-07-05
"1060";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2017-12-1";9379,5;2017;NA;12;"desempleo";NA;2025-07-05
"1061";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2018-1-1";9438,1;2018;NA;1;"desempleo";NA;2025-07-05
"1062";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2018-2-1";9449,5;2018;NA;2;"desempleo";NA;2025-07-05
"1063";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2018-3-1";9456,6;2018;NA;3;"desempleo";NA;2025-07-05
"1064";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2018-4-1";9441,4;2018;NA;4;"desempleo";NA;2025-07-05
"1065";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2018-5-1";9465,3;2018;NA;5;"desempleo";NA;2025-07-05
"1066";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2018-6-1";9466,9;2018;NA;6;"desempleo";NA;2025-07-05
"1067";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2018-7-1";9451;2018;NA;7;"desempleo";NA;2025-07-05
"1068";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2018-8-1";9435,5;2018;NA;8;"desempleo";NA;2025-07-05
"1069";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2018-9-1";9414,2;2018;NA;9;"desempleo";NA;2025-07-05
"1070";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2018-10-1";9476,2;2018;NA;10;"desempleo";NA;2025-07-05
"1071";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2018-11-1";9525,4;2018;NA;11;"desempleo";NA;2025-07-05
"1072";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2018-12-1";9600,3;2018;NA;12;"desempleo";NA;2025-07-05
"1073";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2019-1-1";9613,3;2019;NA;1;"desempleo";NA;2025-07-05
"1074";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2019-2-1";9581,6;2019;NA;2;"desempleo";NA;2025-07-05
"1075";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2019-3-1";9571,7;2019;NA;3;"desempleo";NA;2025-07-05
"1076";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2019-4-1";9597,1;2019;NA;4;"desempleo";NA;2025-07-05
"1077";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2019-5-1";9621,1;2019;NA;5;"desempleo";NA;2025-07-05
"1078";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2019-6-1";9620,5;2019;NA;6;"desempleo";NA;2025-07-05
"1079";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2019-7-1";9638,1;2019;NA;7;"desempleo";NA;2025-07-05
"1080";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2019-8-1";9659,4;2019;NA;8;"desempleo";NA;2025-07-05
"1081";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2019-9-1";9712,7;2019;NA;9;"desempleo";NA;2025-07-05
"1082";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2019-10-1";9686;2019;NA;10;"desempleo";NA;2025-07-05
"1083";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2019-11-1";9722;2019;NA;11;"desempleo";NA;2025-07-05
"1084";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2019-12-1";9777,8;2019;NA;12;"desempleo";NA;2025-07-05
"1085";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2020-1-1";9848,7;2020;NA;1;"desempleo";NA;2025-07-05
"1086";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2020-2-1";9831,2;2020;NA;2;"desempleo";NA;2025-07-05
"1087";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2020-3-1";9744,2;2020;NA;3;"desempleo";NA;2025-07-05
"1088";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2020-4-1";9050,7;2020;NA;4;"desempleo";NA;2025-07-05
"1089";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2020-5-1";8390,9;2020;NA;5;"desempleo";NA;2025-07-05
"1090";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2020-6-1";8136,7;2020;NA;6;"desempleo";NA;2025-07-05
"1091";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2020-7-1";8138,6;2020;NA;7;"desempleo";NA;2025-07-05
"1092";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2020-8-1";8257,2;2020;NA;8;"desempleo";NA;2025-07-05
"1093";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2020-9-1";8402,6;2020;NA;9;"desempleo";NA;2025-07-05
"1094";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2020-10-1";8671,6;2020;NA;10;"desempleo";NA;2025-07-05
"1095";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2020-11-1";8871,1;2020;NA;11;"desempleo";NA;2025-07-05
"1096";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2020-12-1";8946,5;2020;NA;12;"desempleo";NA;2025-07-05
"1097";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2021-1-1";9046,6;2021;NA;1;"desempleo";NA;2025-07-05
"1098";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2021-2-1";9105,9;2021;NA;2;"desempleo";NA;2025-07-05
"1099";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2021-3-1";9089,3;2021;NA;3;"desempleo";NA;2025-07-05
"1100";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2021-4-1";9029,1;2021;NA;4;"desempleo";NA;2025-07-05
"1101";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2021-5-1";8938,3;2021;NA;5;"desempleo";NA;2025-07-05
"1102";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2021-6-1";8884,9;2021;NA;6;"desempleo";NA;2025-07-05
"1103";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2021-7-1";8948,3;2021;NA;7;"desempleo";NA;2025-07-05
"1104";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2021-8-1";9030,7;2021;NA;8;"desempleo";NA;2025-07-05
"1105";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2021-9-1";9111,1;2021;NA;9;"desempleo";NA;2025-07-05
"1106";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2021-10-1";9199,5;2021;NA;10;"desempleo";NA;2025-07-05
"1107";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2021-11-1";9255;2021;NA;11;"desempleo";NA;2025-07-05
"1108";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2021-12-1";9350,6;2021;NA;12;"desempleo";NA;2025-07-05
"1109";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2022-1-1";9396,1;2022;NA;1;"desempleo";NA;2025-07-05
"1110";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2022-2-1";9479,5;2022;NA;2;"desempleo";NA;2025-07-05
"1111";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2022-3-1";9541,6;2022;NA;3;"desempleo";NA;2025-07-05
"1112";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2022-4-1";9577,5;2022;NA;4;"desempleo";NA;2025-07-05
"1113";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2022-5-1";9604,6;2022;NA;5;"desempleo";NA;2025-07-05
"1114";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2022-6-1";9587,3;2022;NA;6;"desempleo";NA;2025-07-05
"1115";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2022-7-1";9610,9;2022;NA;7;"desempleo";NA;2025-07-05
"1116";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2022-8-1";9615,8;2022;NA;8;"desempleo";NA;2025-07-05
"1117";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2022-9-1";9616,7;2022;NA;9;"desempleo";NA;2025-07-05
"1118";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2022-10-1";9637,3;2022;NA;10;"desempleo";NA;2025-07-05
"1119";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2022-11-1";9650,2;2022;NA;11;"desempleo";NA;2025-07-05
"1120";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2022-12-1";9730,3;2022;NA;12;"desempleo";NA;2025-07-05
"1121";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2023-1-1";9795,9;2023;NA;1;"desempleo";NA;2025-07-05
"1122";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2023-2-1";9854,8;2023;NA;2;"desempleo";NA;2025-07-05
"1123";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2023-3-1";9876,1;2023;NA;3;"desempleo";NA;2025-07-05
"1124";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2023-4-1";9860,6;2023;NA;4;"desempleo";NA;2025-07-05
"1125";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2023-5-1";9876,1;2023;NA;5;"desempleo";NA;2025-07-05
"1126";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2023-6-1";9877,4;2023;NA;6;"desempleo";NA;2025-07-05
"1127";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2023-7-1";9896,8;2023;NA;7;"desempleo";NA;2025-07-05
"1128";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2023-8-1";9895,6;2023;NA;8;"desempleo";NA;2025-07-05
"1129";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2023-9-1";9906,4;2023;NA;9;"desempleo";NA;2025-07-05
"1130";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2023-10-1";9935,9;2023;NA;10;"desempleo";NA;2025-07-05
"1131";"Fuerza de trabajo ( promedio móvil trimestral, miles de personas )";"2023-11-1";10012,8;2023;NA;11;"desempleo";NA;2025-07-05
